STABR,SURVYEAR,TYPE,BIRTHS,BIRTHYR,FLAG_P
MI,2016,G,"114,531",2010,A
MI,2016,HI,"7,808",2010,A
MI,2016,NP,"114,531",2010,A
MI,2016,WH,"79,981",2010,A
MI,2017,AM,715,2011,A
MI,2017,AS,"3,893",2011,A
MI,2017,BL,"21,775",2011,A
MI,2017,G,"114,008",2011,A
MI,2017,HI,"7,628",2011,A
MI,2017,NP,"114,008",2011,A
MI,2017,WH,"79,607",2011,A
MI,2018,AM,694,2012,A
MI,2018,AS,"4,067",2012,A
MI,2018,BL,"21,543",2012,A
MI,2018,G,"113,091",2012,A
MI,2018,HI,"7,380",2012,A
MI,2018,NP,"113,091",2012,A
MI,2018,WH,"79,044",2012,A
MI,2019,AM,654,2013,A
MI,2019,AS,"4,065",2013,A
MI,2019,BL,"22,057",2013,A
MI,2019,G,"113,489",2013,A
MI,2019,HI,"7,318",2013,A
MI,2019,NP,"113,489",2013,A
MI,2019,WH,"79,107",2013,A
MI,2020,AM,706,2014,A
MI,2020,AS,"4,223",2014,A
MI,2020,BL,"21,650",2014,A
MI,2020,G,"114,375",2014,A
MI,2020,HI,"7,352",2014,A
MI,2020,NP,"114,375",2014,A
MI,2020,WH,"80,304",2014,A
MN,2000,AM,960,1994,A
MN,2000,AS,"2,129",1994,A
MN,2000,BL,"2,736",1994,A
MN,2000,G,"64,305",1994,A
MN,2000,HI,"2,371",1994,A
MN,2000,NP,"64,305",1994,A
MN,2000,WH,"56,109",1994,A
MN,2001,AM,"1,040",1995,A
MN,2001,AS,"2,578",1995,A
MN,2001,BL,"2,873",1995,A
MN,2001,G,"63,263",1995,A
MN,2001,HI,"1,915",1995,A
MN,2001,NP,"63,263",1995,A
MN,2001,WH,"54,857",1995,A
MN,2002,AM,"1,063",1996,A
MN,2002,AS,"2,660",1996,A
MN,2002,BL,"3,077",1996,A
MN,2002,G,"63,700",1996,A
MN,2002,HI,"2,324",1996,A
MN,2002,NP,"63,700",1996,A
MN,2002,WH,"54,576",1996,A
MN,2003,AM,"1,115",1997,A
MN,2003,AS,"2,892",1997,A
MN,2003,BL,"3,306",1997,A
MN,2003,G,"64,499",1997,A
MN,2003,HI,"2,625",1997,A
MN,2003,NP,"64,499",1997,A
MN,2003,WH,"54,561",1997,A
MN,2004,AM,"1,150",1998,A
MN,2004,AS,"3,050",1998,A
MN,2004,BL,"3,634",1998,A
MN,2004,G,"65,202",1998,A
MN,2004,HI,"2,967",1998,A
MN,2004,NP,"65,202",1998,A
MN,2004,WH,"54,401",1998,A
MN,2005,AM,"1,152",1999,A
MN,2005,AS,"3,242",1999,A
MN,2005,BL,"3,977",1999,A
MN,2005,G,"65,970",1999,A
MN,2005,HI,"3,316",1999,A
MN,2005,NP,"65,970",1999,A
MN,2005,WH,"54,283",1999,A
MN,2006,AM,"1,208",2000,A
MN,2006,AS,"3,474",2000,A
MN,2006,BL,"4,421",2000,A
MN,2006,G,"67,604",2000,A
MN,2006,HI,"3,952",2000,A
MN,2006,NP,"67,604",2000,A
MN,2006,WH,"54,549",2000,A
MN,2007,AM,"1,268",2001,A
MN,2007,AS,"3,480",2001,A
MN,2007,BL,"4,715",2001,A
MN,2007,G,"67,562",2001,A
MN,2007,HI,"4,543",2001,A
MN,2007,NP,"67,562",2001,A
MN,2007,WH,"53,556",2001,A
MN,2008,AM,"1,321",2002,A
MN,2008,AS,"3,773",2002,A
MN,2008,BL,"4,823",2002,A
MN,2008,G,"68,025",2002,A
MN,2008,HI,"4,646",2002,A
MN,2008,NP,"68,025",2002,A
MN,2008,WH,"53,462",2002,A
MN,2009,AM,"1,365",2003,A
MN,2009,AS,"3,836",2003,A
MN,2009,BL,"5,296",2003,A
MN,2009,G,"70,050",2003,A
MN,2009,HI,"4,932",2003,A
MN,2009,NP,"70,050",2003,A
MN,2009,WH,"54,621",2003,A
MN,2010,AM,"1,335",2004,A
MN,2010,AS,"4,116",2004,A
MN,2010,BL,"5,661",2004,A
MN,2010,G,"70,624",2004,A
MN,2010,HI,"5,336",2004,A
MN,2010,NP,"70,624",2004,A
MN,2010,WH,"54,176",2004,A
MN,2011,AM,"1,312",2005,A
MN,2011,AS,"4,418",2005,A
MN,2011,BL,"5,889",2005,A
MN,2011,G,"70,919",2005,A
MN,2011,HI,"5,509",2005,A
MN,2011,NP,"70,919",2005,A
MN,2011,WH,"53,791",2005,A
MN,2012,AM,"1,498",2006,A
MN,2012,AS,"4,590",2006,A
MN,2012,BL,"6,419",2006,A
MN,2012,G,"73,525",2006,A
MN,2012,HI,"6,027",2006,A
MN,2012,NP,"73,525",2006,A
MN,2012,WH,"54,991",2006,A
MN,2013,AM,"1,473",2007,A
MN,2013,AS,"5,038",2007,A
MN,2013,BL,"6,635",2007,A
MN,2013,G,"73,735",2007,A
MN,2013,HI,"5,938",2007,A
MN,2013,NP,"73,735",2007,A
MN,2013,WH,"54,651",2007,A
MN,2014,AM,"1,468",2008,A
MN,2014,AS,"5,093",2008,A
MN,2014,BL,"6,741",2008,A
MN,2014,G,"72,421",2008,A
MN,2014,HI,"5,732",2008,A
MN,2014,NP,"72,421",2008,A
MN,2014,WH,"53,387",2008,A
MN,2015,AM,"1,430",2009,A
MN,2015,AS,"4,982",2009,A
MN,2015,BL,"6,529",2009,A
MN,2015,G,"70,646",2009,A
MN,2015,HI,"5,625",2009,A
MN,2015,NP,"70,646",2009,A
MN,2015,WH,"52,080",2009,A
MN,2016,AM,"1,319",2010,A
MN,2016,AS,"4,913",2010,A
MN,2016,BL,"6,571",2010,A
MN,2016,G,"68,610",2010,A
MN,2016,HI,"5,139",2010,A
MN,2016,NP,"68,610",2010,A
MN,2016,WH,"50,668",2010,A
MN,2017,AM,"1,361",2011,A
MN,2017,AS,"4,958",2011,A
MN,2017,BL,"6,471",2011,A
MN,2017,G,"68,409",2011,A
MN,2017,HI,"4,629",2011,A
MN,2017,NP,"68,409",2011,A
MN,2017,WH,"50,297",2011,A
MN,2018,AM,"1,250",2012,A
MN,2018,AS,"5,353",2012,A
MN,2018,BL,"6,963",2012,A
MN,2018,G,"68,772",2012,A
MN,2018,HI,"4,831",2012,A
MN,2018,NP,"68,772",2012,A
MN,2018,WH,"50,067",2012,A
MN,2019,AM,"1,312",2013,A
MN,2019,AS,"5,252",2013,A
MN,2019,BL,"7,381",2013,A
MN,2019,G,"69,159",2013,A
MN,2019,HI,"4,672",2013,A
MN,2019,NP,"69,159",2013,A
MN,2019,WH,"50,238",2013,A
MN,2020,AM,"1,260",2014,A
MN,2020,AS,"5,530",2014,A
MN,2020,BL,"7,745",2014,A
MN,2020,G,"69,904",2014,A
MN,2020,HI,"4,678",2014,A
MN,2020,NP,"69,904",2014,A
MN,2020,WH,"50,332",2014,A
MO,2000,AM,229,1994,A
MO,2000,AS,922,1994,A
MO,2000,BL,"11,824",1994,A
MO,2000,G,"73,543",1994,A
MO,2000,HI,"1,226",1994,A
MO,2000,NP,"73,543",1994,A
MO,2000,WH,"59,342",1994,A
MO,2001,AM,226,1995,A
MO,2001,AS,"1,043",1995,A
MO,2001,BL,"10,996",1995,A
MO,2001,G,"73,028",1995,A
MO,2001,HI,"1,288",1995,A
MO,2001,NP,"73,028",1995,A
MO,2001,WH,"59,475",1995,A
MO,2002,AM,254,1996,A
MO,2002,AS,"1,138",1996,A
MO,2002,BL,"11,093",1996,A
MO,2002,G,"73,832",1996,A
MO,2002,HI,"1,516",1996,A
MO,2002,NP,"73,832",1996,A
MO,2002,WH,"59,831",1996,A
MO,2003,AM,253,1997,A
MO,2003,AS,"1,171",1997,A
MO,2003,BL,"11,010",1997,A
MO,2003,G,"74,037",1997,A
MO,2003,HI,"1,758",1997,A
MO,2003,NP,"74,037",1997,A
MO,2003,WH,"59,845",1997,A
MO,2004,AM,257,1998,A
MO,2004,AS,"1,158",1998,A
MO,2004,BL,"11,373",1998,A
MO,2004,G,"75,358",1998,A
MO,2004,HI,"1,970",1998,A
MO,2004,NP,"75,358",1998,A
MO,2004,WH,"60,600",1998,A
MO,2005,AM,306,1999,A
MO,2005,AS,"1,227",1999,A
MO,2005,BL,"11,239",1999,A
MO,2005,G,"75,432",1999,A
MO,2005,HI,"2,260",1999,A
MO,2005,NP,"75,432",1999,A
MO,2005,WH,"60,400",1999,A
MO,2006,AM,326,2000,A
MO,2006,AS,"1,475",2000,A
MO,2006,BL,"11,440",2000,A
MO,2006,G,"76,463",2000,A
MO,2006,HI,"2,661",2000,A
MO,2006,NP,"76,463",2000,A
MO,2006,WH,"60,561",2000,A
MO,2007,AM,322,2001,A
MO,2007,AS,"1,478",2001,A
MO,2007,BL,"11,101",2001,A
MO,2007,G,"75,464",2001,A
MO,2007,HI,"2,981",2001,A
MO,2007,NP,"75,464",2001,A
MO,2007,WH,"59,582",2001,A
MO,2008,AM,335,2002,A
MO,2008,AS,"1,484",2002,A
MO,2008,BL,"10,991",2002,A
MO,2008,G,"75,251",2002,A
MO,2008,HI,"3,267",2002,A
MO,2008,NP,"75,251",2002,A
MO,2008,WH,"59,174",2002,A
MO,2009,AM,335,2003,A
MO,2009,AS,"1,660",2003,A
MO,2009,BL,"11,022",2003,A
MO,2009,G,"77,045",2003,A
MO,2009,HI,"3,483",2003,A
MO,2009,NP,"77,045",2003,A
MO,2009,WH,"60,545",2003,A
MO,2010,AM,352,2004,A
MO,2010,AS,"1,758",2004,A
MO,2010,BL,"11,290",2004,A
MO,2010,G,"77,765",2004,A
MO,2010,HI,"3,845",2004,A
MO,2010,NP,"77,765",2004,A
MO,2010,WH,"60,520",2004,A
MO,2011,AM,394,2005,A
MO,2011,AS,"1,726",2005,A
MO,2011,BL,"11,484",2005,A
MO,2011,G,"78,618",2005,A
MO,2011,HI,"4,271",2005,A
MO,2011,NP,"78,618",2005,A
MO,2011,WH,"60,743",2005,A
MO,2012,AM,373,2006,A
MO,2012,AS,"1,886",2006,A
MO,2012,BL,"12,342",2006,A
MO,2012,G,"81,385",2006,A
MO,2012,HI,"4,556",2006,A
MO,2012,NP,"81,385",2006,A
MO,2012,WH,"62,228",2006,A
MO,2013,AM,394,2007,A
MO,2013,AS,"1,947",2007,A
MO,2013,BL,"12,605",2007,A
MO,2013,G,"81,930",2007,A
MO,2013,HI,"4,668",2007,A
MO,2013,NP,"81,930",2007,A
MO,2013,WH,"62,316",2007,A
MO,2014,AM,394,2008,A
MO,2014,AS,"2,043",2008,A
MO,2014,BL,"12,486",2008,A
MO,2014,G,"80,963",2008,A
MO,2014,HI,"4,528",2008,A
MO,2014,NP,"80,963",2008,A
MO,2014,WH,"61,512",2008,A
MO,2015,AM,344,2009,A
MO,2015,AS,"1,982",2009,A
MO,2015,BL,"12,028",2009,A
MO,2015,G,"78,905",2009,A
MO,2015,HI,"4,289",2009,A
MO,2015,NP,"78,905",2009,A
MO,2015,WH,"60,262",2009,A
MO,2016,AM,318,2010,A
MO,2016,AS,"1,873",2010,A
MO,2016,BL,"11,488",2010,A
MO,2016,G,"76,759",2010,A
MO,2016,HI,"4,334",2010,A
MO,2016,NP,"76,759",2010,A
MO,2016,WH,"58,746",2010,A
MO,2017,AM,327,2011,A
MO,2017,AS,"1,904",2011,A
MO,2017,BL,"11,433",2011,A
MO,2017,G,"76,117",2011,A
MO,2017,HI,"4,113",2011,A
MO,2017,NP,"76,117",2011,A
MO,2017,WH,"57,815",2011,A
MO,2018,AM,322,2012,A
MO,2018,AS,"2,024",2012,A
MO,2018,BL,"11,319",2012,A
MO,2018,G,"75,446",2012,A
MO,2018,HI,"4,052",2012,A
MO,2018,NP,"75,446",2012,A
MO,2018,WH,"57,350",2012,A
MO,2019,AM,324,2013,A
MO,2019,AS,"1,974",2013,A
MO,2019,BL,"11,385",2013,A
MO,2019,G,"75,296",2013,A
MO,2019,HI,"3,931",2013,A
MO,2019,NP,"75,296",2013,A
MO,2019,WH,"57,361",2013,A
MO,2020,AM,339,2014,A
MO,2020,AS,"2,103",2014,A
MO,2020,BL,"11,453",2014,A
MO,2020,G,"75,360",2014,A
MO,2020,HI,"3,959",2014,A
MO,2020,NP,"75,360",2014,A
MO,2020,WH,"57,150",2014,A
MS,2000,AM,156,1994,A
MS,2000,AS,301,1994,A
MS,2000,BL,"19,960",1994,A
MS,2000,G,"41,954",1994,A
MS,2000,HI,182,1994,A
MS,2000,NP,"41,954",1994,A
MS,2000,WH,"21,355",1994,A
MS,2001,AM,194,1995,A
MS,2001,AS,327,1995,A
MS,2001,BL,"19,244",1995,A
MS,2001,G,"41,344",1995,A
MS,2001,HI,220,1995,A
MS,2001,NP,"41,344",1995,A
MS,2001,WH,"21,359",1995,A
MS,2002,AM,192,1996,A
MS,2002,AS,371,1996,A
MS,2002,BL,"18,961",1996,A
MS,2002,G,"40,987",1996,A
MS,2002,HI,278,1996,A
MS,2002,NP,"40,987",1996,A
MS,2002,WH,"21,185",1996,A
MS,2003,AM,194,1997,A
MS,2003,AS,347,1997,A
MS,2003,BL,"18,967",1997,A
MS,2003,G,"41,533",1997,A
MS,2003,HI,328,1997,A
MS,2003,NP,"41,533",1997,A
MS,2003,WH,"21,697",1997,A
MS,2004,AM,234,1998,A
MS,2004,AS,381,1998,A
MS,2004,BL,"19,350",1998,A
MS,2004,G,"42,939",1998,A
MS,2004,HI,403,1998,A
MS,2004,NP,"42,939",1998,A
MS,2004,WH,"22,571",1998,A
MS,2005,AM,223,1999,A
MS,2005,AS,385,1999,A
MS,2005,BL,"19,405",1999,A
MS,2005,G,"42,684",1999,A
MS,2005,HI,451,1999,A
MS,2005,NP,"42,684",1999,A
MS,2005,WH,"22,220",1999,A
MS,2006,AM,248,2000,A
MS,2006,AS,392,2000,A
MS,2006,BL,"19,892",2000,A
MS,2006,G,"44,075",2000,A
MS,2006,HI,623,2000,A
MS,2006,NP,"44,075",2000,A
MS,2006,WH,"22,920",2000,A
MS,2007,AM,262,2001,A
MS,2007,AS,389,2001,A
MS,2007,BL,"18,814",2001,A
MS,2007,G,"42,282",2001,A
MS,2007,HI,719,2001,A
MS,2007,NP,"42,282",2001,A
MS,2007,WH,"22,098",2001,A
MS,2008,AM,268,2002,A
MS,2008,AS,428,2002,A
MS,2008,BL,"18,199",2002,A
MS,2008,G,"41,518",2002,A
MS,2008,HI,823,2002,A
MS,2008,NP,"41,518",2002,A
MS,2008,WH,"21,800",2002,A
MS,2009,AM,284,2003,A
MS,2009,AS,290,2003,A
MS,2009,BL,"18,546",2003,A
MS,2009,G,"42,380",2003,A
MS,2009,HI,543,2003,A
MS,2009,NP,"42,380",2003,A
MS,2009,WH,"22,717",2003,A
MS,2010,AM,310,2004,A
MS,2010,AS,464,2004,A
MS,2010,BL,"18,496",2004,A
MS,2010,G,"42,827",2004,A
MS,2010,HI,"1,108",2004,A
MS,2010,NP,"42,827",2004,A
MS,2010,WH,"22,449",2004,A
MS,2011,AM,283,2005,A
MS,2011,AS,407,2005,A
MS,2011,BL,"18,642",2005,A
MS,2011,G,"42,395",2005,A
MS,2011,HI,"1,170",2005,A
MS,2011,NP,"42,395",2005,A
MS,2011,WH,"21,893",2005,A
MS,2012,AM,321,2006,A
MS,2012,AS,430,2006,A
MS,2012,BL,"21,079",2006,A
MS,2012,G,"46,056",2006,A
MS,2012,HI,"1,556",2006,A
MS,2012,NP,"46,056",2006,A
MS,2012,WH,"22,670",2006,A
MS,2013,AM,309,2007,A
MS,2013,AS,474,2007,A
MS,2013,BL,"20,891",2007,A
MS,2013,G,"46,491",2007,A
MS,2013,HI,"1,709",2007,A
MS,2013,NP,"46,491",2007,A
MS,2013,WH,"23,108",2007,A
MS,2014,AM,290,2008,A
MS,2014,AS,469,2008,A
MS,2014,BL,"19,837",2008,A
MS,2014,G,"44,947",2008,A
MS,2014,HI,"1,750",2008,A
MS,2014,NP,"44,947",2008,A
MS,2014,WH,"22,601",2008,A
MS,2015,AM,338,2009,A
MS,2015,AS,499,2009,A
MS,2015,BL,"19,099",2009,A
MS,2015,G,"42,901",2009,A
MS,2015,HI,"1,513",2009,A
MS,2015,NP,"42,901",2009,A
MS,2015,WH,"21,452",2009,A
MS,2016,AM,268,2010,A
MS,2016,AS,450,2010,A
MS,2016,BL,"17,520",2010,A
MS,2016,G,"40,036",2010,A
MS,2016,HI,"1,426",2010,A
MS,2016,NP,"40,036",2010,A
MS,2016,WH,"20,372",2010,A
MS,2017,AM,282,2011,A
MS,2017,AS,426,2011,A
MS,2017,BL,"17,304",2011,A
MS,2017,G,"39,860",2011,A
MS,2017,HI,"1,320",2011,A
MS,2017,NP,"39,860",2011,A
MS,2017,WH,"20,500",2011,A
MS,2018,AM,246,2012,A
MS,2018,AS,463,2012,A
MS,2018,BL,"16,499",2012,A
MS,2018,G,"38,624",2012,A
MS,2018,HI,"1,259",2012,A
MS,2018,NP,"38,624",2012,A
MS,2018,WH,"20,157",2012,A
MS,2019,AM,233,2013,A
MS,2019,AS,483,2013,A
MS,2019,BL,"16,673",2013,A
MS,2019,G,"38,634",2013,A
MS,2019,HI,"1,496",2013,A
MS,2019,NP,"38,634",2013,A
MS,2019,WH,"19,730",2013,A
MS,2020,AM,206,2014,A
MS,2020,AS,513,2014,A
MS,2020,BL,"16,621",2014,A
MS,2020,G,"38,736",2014,A
MS,2020,HI,"1,547",2014,A
MS,2020,NP,"38,736",2014,A
MS,2020,WH,"19,839",2014,A
MT,2000,AM,"1,167",1994,A
MT,2000,AS,94,1994,A
MT,2000,BL,25,1994,A
MT,2000,G,"11,067",1994,A
MT,2000,HI,311,1994,A
MT,2000,NP,"11,067",1994,A
MT,2000,WH,"9,470",1994,A
MT,2001,AM,"1,126",1995,A
MT,2001,AS,100,1995,A
MT,2001,BL,40,1995,A
MT,2001,G,"11,142",1995,A
MT,2001,HI,282,1995,A
MT,2001,NP,"11,142",1995,A
MT,2001,WH,"9,594",1995,A
MT,2002,AM,"1,198",1996,A
MT,2002,AS,109,1996,A
MT,2002,BL,38,1996,A
MT,2002,G,"10,856",1996,A
MT,2002,HI,298,1996,A
MT,2002,NP,"10,856",1996,A
MT,2002,WH,"9,213",1996,A
MT,2003,AM,"1,275",1997,A
MT,2003,AS,94,1997,A
MT,2003,BL,24,1997,A
MT,2003,G,"10,849",1997,A
MT,2003,HI,302,1997,A
MT,2003,NP,"10,849",1997,A
MT,2003,WH,"9,154",1997,A
MT,2004,AM,"1,156",1998,A
MT,2004,AS,98,1998,A
MT,2004,BL,43,1998,A
MT,2004,G,"10,795",1998,A
MT,2004,HI,336,1998,A
MT,2004,NP,"10,795",1998,A
MT,2004,WH,"9,162",1998,A
MT,2005,AM,"1,251",1999,A
MT,2005,AS,93,1999,A
MT,2005,BL,32,1999,A
MT,2005,G,"10,785",1999,A
MT,2005,HI,318,1999,A
MT,2005,NP,"10,785",1999,A
MT,2005,WH,"9,091",1999,A
MT,2006,AM,"1,311",2000,A
MT,2006,AS,109,2000,A
MT,2006,BL,37,2000,A
MT,2006,G,"10,957",2000,A
MT,2006,HI,330,2000,A
MT,2006,NP,"10,957",2000,A
MT,2006,WH,"9,170",2000,A
MT,2007,AM,"1,345",2001,A
MT,2007,AS,115,2001,A
MT,2007,BL,41,2001,A
MT,2007,G,"10,970",2001,A
MT,2007,HI,377,2001,A
MT,2007,NP,"10,970",2001,A
MT,2007,WH,"9,092",2001,A
MT,2008,AM,"1,378",2002,A
MT,2008,AS,105,2002,A
MT,2008,BL,35,2002,A
MT,2008,G,"11,049",2002,A
MT,2008,HI,382,2002,A
MT,2008,NP,"11,049",2002,A
MT,2008,WH,"9,149",2002,A
MT,2009,AM,"1,384",2003,A
MT,2009,AS,124,2003,A
MT,2009,BL,49,2003,A
MT,2009,G,"11,422",2003,A
MT,2009,HI,379,2003,A
MT,2009,NP,"11,422",2003,A
MT,2009,WH,"9,486",2003,A
MT,2010,AM,"1,502",2004,A
MT,2010,AS,124,2004,A
MT,2010,BL,49,2004,A
MT,2010,G,"11,519",2004,A
MT,2010,HI,373,2004,A
MT,2010,NP,"11,519",2004,A
MT,2010,WH,"9,471",2004,A
MT,2011,AM,"1,471",2005,A
MT,2011,AS,117,2005,A
MT,2011,BL,60,2005,A
MT,2011,G,"11,583",2005,A
MT,2011,HI,396,2005,A
MT,2011,NP,"11,583",2005,A
MT,2011,WH,"9,539",2005,A
MT,2012,AM,"1,596",2006,A
MT,2012,AS,117,2006,A
MT,2012,BL,53,2006,A
MT,2012,G,"12,508",2006,A
MT,2012,HI,401,2006,A
MT,2012,NP,"12,508",2006,A
MT,2012,WH,"10,341",2006,A
MT,2013,AM,"1,579",2007,A
MT,2013,AS,139,2007,A
MT,2013,BL,80,2007,A
MT,2013,G,"12,439",2007,A
MT,2013,HI,371,2007,A
MT,2013,NP,"12,439",2007,A
MT,2013,WH,"10,270",2007,A
MT,2014,AM,"1,523",2008,A
MT,2014,AS,136,2008,A
MT,2014,BL,72,2008,A
MT,2014,G,"12,594",2008,A
MT,2014,HI,432,2008,A
MT,2014,NP,"12,594",2008,A
MT,2014,WH,"10,431",2008,A
MT,2015,AM,"1,482",2009,A
MT,2015,AS,122,2009,A
MT,2015,BL,66,2009,A
MT,2015,G,"12,257",2009,A
MT,2015,HI,425,2009,A
MT,2015,NP,"12,257",2009,A
MT,2015,WH,"10,162",2009,A
MT,2016,AM,"1,360",2010,A
MT,2016,AS,136,2010,A
MT,2016,BL,65,2010,A
MT,2016,G,"12,060",2010,A
MT,2016,HI,433,2010,A
MT,2016,NP,"12,060",2010,A
MT,2016,WH,"10,066",2010,A
MT,2017,AM,"1,378",2011,A
MT,2017,AS,134,2011,A
MT,2017,BL,75,2011,A
MT,2017,G,"12,069",2011,A
MT,2017,HI,449,2011,A
MT,2017,NP,"12,069",2011,A
MT,2017,WH,"9,934",2011,A
MT,2018,AM,"1,375",2012,A
MT,2018,AS,146,2012,A
MT,2018,BL,77,2012,A
MT,2018,G,"12,031",2012,A
MT,2018,HI,468,2012,A
MT,2018,NP,"12,031",2012,A
MT,2018,WH,"9,965",2012,A
MT,2019,AM,"1,444",2013,A
MT,2019,AS,120,2013,A
MT,2019,BL,86,2013,A
MT,2019,G,"12,296",2013,A
MT,2019,HI,476,2013,A
MT,2019,NP,"12,296",2013,A
MT,2019,WH,"10,170",2013,A
MT,2020,AM,"1,488",2014,A
MT,2020,AS,161,2014,A
MT,2020,BL,90,2014,A
MT,2020,G,"12,386",2014,A
MT,2020,HI,494,2014,A
MT,2020,NP,"12,386",2014,A
MT,2020,WH,"10,153",2014,A
NC,2000,AM,"1,524",1994,A
NC,2000,AS,"1,657",1994,A
NC,2000,BL,"27,814",1994,A
NC,2000,G,"101,420",1994,A
NC,2000,HI,"3,137",1994,A
NC,2000,NP,"101,420",1994,A
NC,2000,WH,"67,288",1994,A
NC,2001,AM,"1,448",1995,A
NC,2001,AS,"1,787",1995,A
NC,2001,BL,"26,839",1995,A
NC,2001,G,"101,592",1995,A
NC,2001,HI,"4,244",1995,A
NC,2001,NP,"101,592",1995,A
NC,2001,WH,"67,274",1995,A
NC,2002,AM,"1,544",1996,A
NC,2002,AS,"1,948",1996,A
NC,2002,BL,"27,033",1996,A
NC,2002,G,"104,470",1996,A
NC,2002,HI,"5,433",1996,A
NC,2002,NP,"104,470",1996,A
NC,2002,WH,"68,512",1996,A
NC,2003,AM,"1,563",1997,A
NC,2003,AS,"2,049",1997,A
NC,2003,BL,"27,379",1997,A
NC,2003,G,"107,015",1997,A
NC,2003,HI,"6,906",1997,A
NC,2003,NP,"107,015",1997,A
NC,2003,WH,"69,118",1997,A
NC,2004,AM,"1,729",1998,A
NC,2004,AS,"2,361",1998,A
NC,2004,BL,"28,155",1998,A
NC,2004,G,"111,688",1998,A
NC,2004,HI,"8,104",1998,A
NC,2004,NP,"111,688",1998,A
NC,2004,WH,"71,339",1998,A
NC,2005,AM,"1,666",1999,A
NC,2005,AS,"2,433",1999,A
NC,2005,BL,"28,295",1999,A
NC,2005,G,"113,795",1999,A
NC,2005,HI,"9,871",1999,A
NC,2005,NP,"113,795",1999,A
NC,2005,WH,"71,530",1999,A
NC,2006,AM,"1,718",2000,A
NC,2006,AS,"2,756",2000,A
NC,2006,BL,"29,241",2000,A
NC,2006,G,"120,311",2000,A
NC,2006,HI,"12,557",2000,A
NC,2006,NP,"120,311",2000,A
NC,2006,WH,"74,039",2000,A
NC,2007,AM,"1,676",2001,A
NC,2007,AS,"2,771",2001,A
NC,2007,BL,"28,264",2001,A
NC,2007,G,"118,185",2001,A
NC,2007,HI,"14,539",2001,A
NC,2007,NP,"118,185",2001,A
NC,2007,WH,"70,935",2001,A
NC,2008,AM,"1,632",2002,A
NC,2008,AS,"2,874",2002,A
NC,2008,BL,"27,444",2002,A
NC,2008,G,"117,335",2002,A
NC,2008,HI,"15,064",2002,A
NC,2008,NP,"117,335",2002,A
NC,2008,WH,"70,321",2002,A
NC,2009,AM,"1,611",2003,A
NC,2009,AS,"3,090",2003,A
NC,2009,BL,"26,991",2003,A
NC,2009,G,"118,323",2003,A
NC,2009,HI,"16,080",2003,A
NC,2009,NP,"118,323",2003,A
NC,2009,WH,"70,551",2003,A
NC,2010,AM,"1,559",2004,A
NC,2010,AS,"3,213",2004,A
NC,2010,BL,"27,441",2004,A
NC,2010,G,"119,847",2004,A
NC,2010,HI,"17,295",2004,A
NC,2010,NP,"119,847",2004,A
NC,2010,WH,"70,339",2004,A
NC,2011,AM,"1,662",2005,A
NC,2011,AS,"3,310",2005,A
NC,2011,BL,"28,207",2005,A
NC,2011,G,"123,096",2005,A
NC,2011,HI,"19,519",2005,A
NC,2011,NP,"123,096",2005,A
NC,2011,WH,"70,398",2005,A
NC,2012,AM,"1,703",2006,A
NC,2012,AS,"3,712",2006,A
NC,2012,BL,"29,720",2006,A
NC,2012,G,"127,859",2006,A
NC,2012,HI,"21,217",2006,A
NC,2012,NP,"127,859",2006,A
NC,2012,WH,"71,507",2006,A
NC,2013,AM,"1,752",2007,A
NC,2013,AS,"3,958",2007,A
NC,2013,BL,"30,624",2007,A
NC,2013,G,"131,037",2007,A
NC,2013,HI,"22,113",2007,A
NC,2013,NP,"131,037",2007,A
NC,2013,WH,"72,590",2007,A
NC,2014,AM,"1,756",2008,A
NC,2014,AS,"4,025",2008,A
NC,2014,BL,"31,178",2008,A
NC,2014,G,"130,839",2008,A
NC,2014,HI,"21,630",2008,A
NC,2014,NP,"130,839",2008,A
NC,2014,WH,"72,250",2008,A
NC,2015,AM,"1,795",2009,A
NC,2015,AS,"4,082",2009,A
NC,2015,BL,"30,331",2009,A
NC,2015,G,"126,845",2009,A
NC,2015,HI,"20,169",2009,A
NC,2015,NP,"126,845",2009,A
NC,2015,WH,"70,468",2009,A
NC,2016,AM,"1,743",2010,A
NC,2016,AS,"4,114",2010,A
NC,2016,BL,"29,022",2010,A
NC,2016,G,"122,350",2010,A
NC,2016,HI,"18,731",2010,A
NC,2016,NP,"122,350",2010,A
NC,2016,WH,"68,740",2010,A
NC,2017,AM,"1,641",2011,A
NC,2017,AS,"4,186",2011,A
NC,2017,BL,"28,597",2011,A
NC,2017,G,"120,389",2011,A
NC,2017,HI,"18,219",2011,A
NC,2017,NP,"120,389",2011,A
NC,2017,WH,"67,688",2011,A
NC,2018,AM,"1,635",2012,A
NC,2018,AS,"4,550",2012,A
NC,2018,BL,"28,468",2012,A
NC,2018,G,"119,831",2012,A
NC,2018,HI,"17,953",2012,A
NC,2018,NP,"119,831",2012,A
NC,2018,WH,"67,154",2012,A
NC,2019,AM,"1,637",2013,A
NC,2019,AS,"4,513",2013,A
NC,2019,BL,"28,952",2013,A
NC,2019,G,"119,002",2013,A
NC,2019,HI,"17,508",2013,A
NC,2019,NP,"119,002",2013,A
NC,2019,WH,"66,316",2013,A
NC,2020,AM,"1,601",2014,A
NC,2020,AS,"4,954",2014,A
