STABR,SURVYEAR,TYPE,BIRTHS,BIRTHYR,FLAG_P
CT,2008,WH,"27,974",2002,A
CT,2009,AM,244,2003,A
CT,2009,AS,"2,002",2003,A
CT,2009,BL,"4,847",2003,A
CT,2009,G,"42,873",2003,A
CT,2009,HI,"7,547",2003,A
CT,2009,NP,"42,873",2003,A
CT,2009,WH,"28,233",2003,A
CT,2010,AM,232,2004,A
CT,2010,AS,"2,101",2004,A
CT,2010,BL,"4,928",2004,A
CT,2010,G,"42,095",2004,A
CT,2010,HI,"7,600",2004,A
CT,2010,NP,"42,095",2004,A
CT,2010,WH,"27,234",2004,A
CT,2011,AM,190,2005,A
CT,2011,AS,"2,217",2005,A
CT,2011,BL,"4,880",2005,A
CT,2011,G,"41,718",2005,A
CT,2011,HI,"8,004",2005,A
CT,2011,NP,"41,718",2005,A
CT,2011,WH,"26,427",2005,A
CT,2012,AM,213,2006,A
CT,2012,AS,"2,208",2006,A
CT,2012,BL,"5,185",2006,A
CT,2012,G,"41,820",2006,A
CT,2012,HI,"8,485",2006,A
CT,2012,NP,"41,820",2006,A
CT,2012,WH,"25,729",2006,A
CT,2013,AM,220,2007,A
CT,2013,AS,"2,399",2007,A
CT,2013,BL,"5,185",2007,A
CT,2013,G,"41,660",2007,A
CT,2013,HI,"8,830",2007,A
CT,2013,NP,"41,660",2007,A
CT,2013,WH,"25,026",2007,A
CT,2014,AM,201,2008,A
CT,2014,AS,"2,318",2008,A
CT,2014,BL,"5,154",2008,A
CT,2014,G,"40,399",2008,A
CT,2014,HI,"8,674",2008,A
CT,2014,NP,"40,399",2008,A
CT,2014,WH,"24,052",2008,A
CT,2015,AM,260,2009,A
CT,2015,AS,"2,214",2009,A
CT,2015,BL,"4,978",2009,A
CT,2015,G,"38,896",2009,A
CT,2015,HI,"8,588",2009,A
CT,2015,NP,"38,896",2009,A
CT,2015,WH,"22,856",2009,A
CT,2016,AM,257,2010,A
CT,2016,AS,"2,360",2010,A
CT,2016,BL,"4,753",2010,A
CT,2016,G,"37,708",2010,A
CT,2016,HI,"8,235",2010,A
CT,2016,NP,"37,708",2010,A
CT,2016,WH,"22,103",2010,A
CT,2017,AM,223,2011,A
CT,2017,AS,"2,268",2011,A
CT,2017,BL,"4,776",2011,A
CT,2017,G,"37,281",2011,A
CT,2017,HI,"8,393",2011,A
CT,2017,NP,"37,281",2011,A
CT,2017,WH,"21,538",2011,A
CT,2018,AM,223,2012,A
CT,2018,AS,"2,317",2012,A
CT,2018,BL,"4,716",2012,A
CT,2018,G,"36,539",2012,A
CT,2018,HI,"7,946",2012,A
CT,2018,NP,"36,539",2012,A
CT,2018,WH,"21,261",2012,A
CT,2019,AM,274,2013,A
CT,2019,AS,"2,201",2013,A
CT,2019,BL,"4,606",2013,A
CT,2019,G,"36,085",2013,A
CT,2019,HI,"8,208",2013,A
CT,2019,NP,"36,085",2013,A
CT,2019,WH,"20,704",2013,A
CT,2020,AM,274,2014,A
CT,2020,AS,"2,250",2014,A
CT,2020,BL,"4,615",2014,A
CT,2020,G,"36,285",2014,A
CT,2020,HI,"8,129",2014,A
CT,2020,NP,"36,285",2014,A
CT,2020,WH,"20,933",2014,A
DC,2000,AM,3,1994,A
DC,2000,AS,159,1994,A
DC,2000,BL,"7,650",1994,A
DC,2000,G,"9,931",1994,A
DC,2000,HI,854,1994,A
DC,2000,NP,"9,931",1994,A
DC,2000,WH,"1,265",1994,A
DC,2001,AM,8,1995,A
DC,2001,AS,177,1995,A
DC,2001,BL,"6,749",1995,A
DC,2001,G,"9,014",1995,A
DC,2001,HI,685,1995,A
DC,2001,NP,"9,014",1995,A
DC,2001,WH,"1,395",1995,A
DC,2002,AM,4,1996,A
DC,2002,AS,150,1996,A
DC,2002,BL,"6,160",1996,A
DC,2002,G,"8,390",1996,A
DC,2002,HI,777,1996,A
DC,2002,NP,"8,390",1996,A
DC,2002,WH,"1,299",1996,A
DC,2003,AM,2,1997,A
DC,2003,AS,135,1997,A
DC,2003,BL,"5,773",1997,A
DC,2003,G,"7,927",1997,A
DC,2003,HI,694,1997,A
DC,2003,NP,"7,927",1997,A
DC,2003,WH,"1,323",1997,A
DC,2004,AM,8,1998,A
DC,2004,AS,165,1998,A
DC,2004,BL,"5,448",1998,A
DC,2004,G,"7,686",1998,A
DC,2004,HI,730,1998,A
DC,2004,NP,"7,686",1998,A
DC,2004,WH,"1,335",1998,A
DC,2005,AM,6,1999,A
DC,2005,AS,148,1999,A
DC,2005,BL,"5,145",1999,A
DC,2005,G,"7,522",1999,A
DC,2005,HI,790,1999,A
DC,2005,NP,"7,522",1999,A
DC,2005,WH,"1,433",1999,A
DC,2006,AM,9,2000,A
DC,2006,AS,177,2000,A
DC,2006,BL,"5,132",2000,A
DC,2006,G,"7,666",2000,A
DC,2006,HI,876,2000,A
DC,2006,NP,"7,666",2000,A
DC,2006,WH,"1,472",2000,A
DC,2007,AM,9,2001,A
DC,2007,AS,186,2001,A
DC,2007,BL,"4,839",2001,A
DC,2007,G,"7,625",2001,A
DC,2007,HI,895,2001,A
DC,2007,NP,"7,625",2001,A
DC,2007,WH,"1,696",2001,A
DC,2008,AM,7,2002,A
DC,2008,AS,194,2002,A
DC,2008,BL,"4,599",2002,A
DC,2008,G,"7,498",2002,A
DC,2008,HI,954,2002,A
DC,2008,NP,"7,498",2002,A
DC,2008,WH,"1,744",2002,A
DC,2009,AM,4,2003,A
DC,2009,AS,223,2003,A
DC,2009,BL,"4,582",2003,A
DC,2009,G,"7,619",2003,A
DC,2009,HI,962,2003,A
DC,2009,NP,"7,619",2003,A
DC,2009,WH,"1,848",2003,A
DC,2010,AM,9,2004,A
DC,2010,AS,195,2004,A
DC,2010,BL,"4,717",2004,A
DC,2010,G,"7,933",2004,A
DC,2010,HI,998,2004,A
DC,2010,NP,"7,933",2004,A
DC,2010,WH,"2,014",2004,A
DC,2011,AM,7,2005,A
DC,2011,AS,162,2005,A
DC,2011,BL,"4,624",2005,A
DC,2011,G,"7,971",2005,A
DC,2011,HI,"1,111",2005,A
DC,2011,NP,"7,971",2005,A
DC,2011,WH,"2,067",2005,A
DC,2012,AM,7,2006,A
DC,2012,AS,182,2006,A
DC,2012,BL,"4,857",2006,A
DC,2012,G,"8,523",2006,A
DC,2012,HI,"1,329",2006,A
DC,2012,NP,"8,523",2006,A
DC,2012,WH,"2,148",2006,A
DC,2013,AM,2,2007,A
DC,2013,AS,212,2007,A
DC,2013,BL,"4,921",2007,A
DC,2013,G,"8,864",2007,A
DC,2013,HI,"1,451",2007,A
DC,2013,NP,"8,864",2007,A
DC,2013,WH,"2,278",2007,A
DC,2014,AM,4,2008,A
DC,2014,AS,217,2008,A
DC,2014,BL,"5,018",2008,A
DC,2014,G,"9,130",2008,A
DC,2014,HI,"1,506",2008,A
DC,2014,NP,"9,130",2008,A
DC,2014,WH,"2,385",2008,A
DC,2015,AM,20,2009,A
DC,2015,AS,275,2009,A
DC,2015,BL,"4,866",2009,A
DC,2015,G,"9,040",2009,A
DC,2015,HI,"1,514",2009,A
DC,2015,NP,"9,040",2009,A
DC,2015,WH,"2,365",2009,A
DC,2016,AM,18,2010,A
DC,2016,AS,357,2010,A
DC,2016,BL,"4,920",2010,A
DC,2016,G,"9,165",2010,A
DC,2016,HI,"1,359",2010,A
DC,2016,NP,"9,165",2010,A
DC,2016,WH,"2,511",2010,A
DC,2017,AM,17,2011,A
DC,2017,AS,382,2011,A
DC,2017,BL,"4,809",2011,A
DC,2017,G,"9,295",2011,A
DC,2017,HI,"1,371",2011,A
DC,2017,NP,"9,295",2011,A
DC,2017,WH,"2,626",2011,A
DC,2018,AM,10,2012,A
DC,2018,AS,397,2012,A
DC,2018,BL,"4,783",2012,A
DC,2018,G,"9,399",2012,A
DC,2018,HI,"1,372",2012,A
DC,2018,NP,"9,399",2012,A
DC,2018,WH,"2,806",2012,A
DC,2019,AM,9,2013,A
DC,2019,AS,417,2013,A
DC,2019,BL,"4,798",2013,A
DC,2019,G,"9,288",2013,A
DC,2019,HI,"1,247",2013,A
DC,2019,NP,"9,288",2013,A
DC,2019,WH,"2,781",2013,A
DC,2020,AM,9,2014,A
DC,2020,AS,424,2014,A
DC,2020,BL,"4,775",2014,A
DC,2020,G,"9,509",2014,A
DC,2020,HI,"1,282",2014,A
DC,2020,NP,"9,509",2014,A
DC,2020,WH,"2,966",2014,A
DE,2000,AM,24,1994,A
DE,2000,AS,207,1994,A
DE,2000,BL,"2,319",1994,A
DE,2000,G,"10,411",1994,A
DE,2000,HI,527,1994,A
DE,2000,NP,"10,411",1994,A
DE,2000,WH,"7,334",1994,A
DE,2001,AM,22,1995,A
DE,2001,AS,189,1995,A
DE,2001,BL,"2,327",1995,A
DE,2001,G,"10,266",1995,A
DE,2001,HI,585,1995,A
DE,2001,NP,"10,266",1995,A
DE,2001,WH,"7,143",1995,A
DE,2002,AM,16,1996,A
DE,2002,AS,212,1996,A
DE,2002,BL,"2,350",1996,A
DE,2002,G,"10,155",1996,A
DE,2002,HI,660,1996,A
DE,2002,NP,"10,155",1996,A
DE,2002,WH,"6,917",1996,A
DE,2003,AM,12,1997,A
DE,2003,AS,223,1997,A
DE,2003,BL,"2,467",1997,A
DE,2003,G,"10,253",1997,A
DE,2003,HI,637,1997,A
DE,2003,NP,"10,253",1997,A
DE,2003,WH,"6,914",1997,A
DE,2004,AM,34,1998,A
DE,2004,AS,220,1998,A
DE,2004,BL,"2,610",1998,A
DE,2004,G,"10,578",1998,A
DE,2004,HI,753,1998,A
DE,2004,NP,"10,578",1998,A
DE,2004,WH,"6,961",1998,A
DE,2005,AM,31,1999,A
DE,2005,AS,276,1999,A
DE,2005,BL,"2,644",1999,A
DE,2005,G,"10,676",1999,A
DE,2005,HI,857,1999,A
DE,2005,NP,"10,676",1999,A
DE,2005,WH,"6,868",1999,A
DE,2006,AM,37,2000,A
DE,2006,AS,368,2000,A
DE,2006,BL,"2,608",2000,A
DE,2006,G,"11,051",2000,A
DE,2006,HI,"1,022",2000,A
DE,2006,NP,"11,051",2000,A
DE,2006,WH,"7,016",2000,A
DE,2007,AM,26,2001,A
DE,2007,AS,342,2001,A
DE,2007,BL,"2,685",2001,A
DE,2007,G,"10,749",2001,A
DE,2007,HI,"1,083",2001,A
DE,2007,NP,"10,749",2001,A
DE,2007,WH,"6,613",2001,A
DE,2008,AM,29,2002,A
DE,2008,AS,418,2002,A
DE,2008,BL,"2,686",2002,A
DE,2008,G,"11,090",2002,A
DE,2008,HI,"1,316",2002,A
DE,2008,NP,"11,090",2002,A
DE,2008,WH,"6,641",2002,A
DE,2009,AM,30,2003,A
DE,2009,AS,445,2003,A
DE,2009,BL,"2,850",2003,A
DE,2009,G,"11,329",2003,A
DE,2009,HI,"1,380",2003,A
DE,2009,NP,"11,329",2003,A
DE,2009,WH,"6,624",2003,A
DE,2010,AM,29,2004,A
DE,2010,AS,449,2004,A
DE,2010,BL,"2,854",2004,A
DE,2010,G,"11,369",2004,A
DE,2010,HI,"1,523",2004,A
DE,2010,NP,"11,369",2004,A
DE,2010,WH,"6,514",2004,A
DE,2011,AM,35,2005,A
DE,2011,AS,499,2005,A
DE,2011,BL,"2,880",2005,A
DE,2011,G,"11,643",2005,A
DE,2011,HI,"1,652",2005,A
DE,2011,NP,"11,643",2005,A
DE,2011,WH,"6,577",2005,A
DE,2012,AM,26,2006,A
DE,2012,AS,483,2006,A
DE,2012,BL,"3,007",2006,A
DE,2012,G,"11,989",2006,A
DE,2012,HI,"1,883",2006,A
DE,2012,NP,"11,989",2006,A
DE,2012,WH,"6,590",2006,A
DE,2013,AM,16,2007,A
DE,2013,AS,525,2007,A
DE,2013,BL,"3,217",2007,A
DE,2013,G,"12,170",2007,A
DE,2013,HI,"1,912",2007,A
DE,2013,NP,"12,170",2007,A
DE,2013,WH,"6,500",2007,A
DE,2014,AM,17,2008,A
DE,2014,AS,534,2008,A
DE,2014,BL,"3,231",2008,A
DE,2014,G,"12,090",2008,A
DE,2014,HI,"1,837",2008,A
DE,2014,NP,"12,090",2008,A
DE,2014,WH,"6,471",2008,A
DE,2015,AM,17,2009,A
DE,2015,AS,516,2009,A
DE,2015,BL,"3,181",2009,A
DE,2015,G,"11,559",2009,A
DE,2015,HI,"1,647",2009,A
DE,2015,NP,"11,559",2009,A
DE,2015,WH,"6,198",2009,A
DE,2016,AM,13,2010,A
DE,2016,AS,519,2010,A
DE,2016,BL,"3,058",2010,A
DE,2016,G,"11,364",2010,A
DE,2016,HI,"1,427",2010,A
DE,2016,NP,"11,364",2010,A
DE,2016,WH,"6,347",2010,A
DE,2017,AM,19,2011,A
DE,2017,AS,549,2011,A
DE,2017,BL,"3,031",2011,A
DE,2017,G,"11,257",2011,A
DE,2017,HI,"1,416",2011,A
DE,2017,NP,"11,257",2011,A
DE,2017,WH,"6,222",2011,A
DE,2018,AM,9,2012,A
DE,2018,AS,581,2012,A
DE,2018,BL,"2,913",2012,A
DE,2018,G,"11,023",2012,A
DE,2018,HI,"1,354",2012,A
DE,2018,NP,"11,023",2012,A
DE,2018,WH,"6,143",2012,A
DE,2019,AM,9,2013,A
DE,2019,AS,536,2013,A
DE,2019,BL,"2,961",2013,A
DE,2019,G,"10,831",2013,A
DE,2019,HI,"1,348",2013,A
DE,2019,NP,"10,831",2013,A
DE,2019,WH,"5,942",2013,A
DE,2020,AM,9,2014,A
DE,2020,AS,637,2014,A
DE,2020,BL,"2,847",2014,A
DE,2020,G,"10,972",2014,A
DE,2020,HI,"1,541",2014,A
DE,2020,NP,"10,972",2014,A
DE,2020,WH,"5,904",2014,A
FL,2000,AM,475,1994,A
FL,2000,AS,"3,366",1994,A
FL,2000,BL,"42,330",1994,A
FL,2000,G,"190,653",1994,A
FL,2000,HI,"32,917",1994,A
FL,2000,NP,"190,653",1994,A
FL,2000,WH,"111,565",1994,A
FL,2001,AM,498,1995,A
FL,2001,AS,"3,601",1995,A
FL,2001,BL,"41,214",1995,A
FL,2001,G,"188,723",1995,A
FL,2001,HI,"34,509",1995,A
FL,2001,NP,"188,723",1995,A
FL,2001,WH,"108,901",1995,A
FL,2002,AM,527,1996,A
FL,2002,AS,"3,823",1996,A
FL,2002,BL,"41,329",1996,A
FL,2002,G,"189,392",1996,A
FL,2002,HI,"35,699",1996,A
FL,2002,NP,"189,392",1996,A
FL,2002,WH,"108,014",1996,A
FL,2003,AM,553,1997,A
FL,2003,AS,"4,032",1997,A
FL,2003,BL,"42,566",1997,A
FL,2003,G,"192,383",1997,A
FL,2003,HI,"37,369",1997,A
FL,2003,NP,"192,383",1997,A
FL,2003,WH,"107,863",1997,A
FL,2004,AM,592,1998,A
FL,2004,AS,"4,097",1998,A
FL,2004,BL,"43,508",1998,A
FL,2004,G,"195,637",1998,A
FL,2004,HI,"39,540",1998,A
FL,2004,NP,"195,637",1998,A
FL,2004,WH,"107,900",1998,A
FL,2005,AM,557,1999,A
FL,2005,AS,"4,355",1999,A
FL,2005,BL,"44,108",1999,A
FL,2005,G,"197,023",1999,A
FL,2005,HI,"41,484",1999,A
FL,2005,NP,"197,023",1999,A
FL,2005,WH,"106,519",1999,A
FL,2006,AM,678,2000,A
FL,2006,AS,"4,947",2000,A
FL,2006,BL,"46,277",2000,A
FL,2006,G,"204,125",2000,A
FL,2006,HI,"45,856",2000,A
FL,2006,NP,"204,125",2000,A
FL,2006,WH,"106,367",2000,A
FL,2007,AM,702,2001,A
FL,2007,AS,"5,136",2001,A
FL,2007,BL,"46,014",2001,A
FL,2007,G,"205,793",2001,A
FL,2007,HI,"49,629",2001,A
FL,2007,NP,"205,793",2001,A
FL,2007,WH,"104,312",2001,A
FL,2008,AM,682,2002,A
FL,2008,AS,"5,374",2002,A
FL,2008,BL,"45,304",2002,A
FL,2008,G,"205,579",2002,A
FL,2008,HI,"51,619",2002,A
FL,2008,NP,"205,579",2002,A
FL,2008,WH,"102,600",2002,A
FL,2009,AM,767,2003,A
FL,2009,AS,"5,740",2003,A
FL,2009,BL,"46,335",2003,A
FL,2009,G,"212,250",2003,A
FL,2009,HI,"54,857",2003,A
FL,2009,NP,"212,250",2003,A
FL,2009,WH,"104,551",2003,A
FL,2010,AM,572,2004,A
FL,2010,AS,"6,126",2004,A
FL,2010,BL,"47,176",2004,A
FL,2010,G,"218,053",2004,A
FL,2010,HI,"58,528",2004,A
FL,2010,NP,"218,053",2004,A
FL,2010,WH,"105,651",2004,A
FL,2011,AM,562,2005,A
FL,2011,AS,"6,492",2005,A
FL,2011,BL,"48,421",2005,A
FL,2011,G,"226,240",2005,A
FL,2011,HI,"63,756",2005,A
FL,2011,NP,"226,240",2005,A
FL,2011,WH,"107,009",2005,A
FL,2012,AM,589,2006,A
FL,2012,AS,"6,826",2006,A
FL,2012,BL,"51,283",2006,A
FL,2012,G,"236,802",2006,A
FL,2012,HI,"70,059",2006,A
FL,2012,NP,"236,802",2006,A
FL,2012,WH,"108,045",2006,A
FL,2013,AM,597,2007,A
FL,2013,AS,"7,396",2007,A
FL,2013,BL,"52,008",2007,A
FL,2013,G,"239,165",2007,A
FL,2013,HI,"70,839",2007,A
FL,2013,NP,"239,165",2007,A
FL,2013,WH,"108,325",2007,A
FL,2014,AM,527,2008,A
FL,2014,AS,"7,059",2008,A
FL,2014,BL,"51,826",2008,A
FL,2014,G,"231,445",2008,A
FL,2014,HI,"66,019",2008,A
FL,2014,NP,"231,445",2008,A
FL,2014,WH,"106,014",2008,A
FL,2015,AM,467,2009,A
FL,2015,AS,"6,860",2009,A
FL,2015,BL,"50,899",2009,A
FL,2015,G,"221,394",2009,A
FL,2015,HI,"61,988",2009,A
FL,2015,NP,"221,394",2009,A
FL,2015,WH,"101,180",2009,A
FL,2016,AM,295,2010,A
FL,2016,AS,"6,648",2010,A
FL,2016,BL,"49,652",2010,A
FL,2016,G,"214,590",2010,A
FL,2016,HI,"59,605",2010,A
FL,2016,NP,"214,590",2010,A
FL,2016,WH,"98,390",2010,A
FL,2017,AM,319,2011,A
FL,2017,AS,"6,880",2011,A
FL,2017,BL,"49,084",2011,A
FL,2017,G,"213,414",2011,A
FL,2017,HI,"58,739",2011,A
FL,2017,NP,"213,414",2011,A
FL,2017,WH,"97,304",2011,A
FL,2018,AM,313,2012,A
FL,2018,AS,"7,045",2012,A
FL,2018,BL,"49,374",2012,A
FL,2018,G,"213,148",2012,A
FL,2018,HI,"57,882",2012,A
FL,2018,NP,"213,148",2012,A
FL,2018,WH,"97,042",2012,A
FL,2019,AM,292,2013,A
FL,2019,AS,"6,823",2013,A
FL,2019,BL,"49,113",2013,A
FL,2019,G,"215,407",2013,A
FL,2019,HI,"59,206",2013,A
FL,2019,NP,"215,407",2013,A
FL,2019,WH,"98,586",2013,A
FL,2020,AM,318,2014,A
FL,2020,AS,"6,993",2014,A
FL,2020,BL,"49,313",2014,A
FL,2020,G,"219,991",2014,A
FL,2020,HI,"61,849",2014,A
FL,2020,NP,"219,991",2014,A
FL,2020,WH,"100,837",2014,A
GA,2000,AM,138,1994,A
GA,2000,AS,"2,101",1994,A
GA,2000,BL,"38,942",1994,A
GA,2000,G,"111,011",1994,A
GA,2000,HI,"4,378",1994,A
GA,2000,NP,"111,011",1994,A
GA,2000,WH,"65,452",1994,A
GA,2001,AM,169,1995,A
GA,2001,AS,"1,811",1995,A
GA,2001,BL,"38,349",1995,A
GA,2001,G,"112,282",1995,A
GA,2001,HI,"5,067",1995,A
GA,2001,NP,"112,282",1995,A
GA,2001,WH,"66,886",1995,A
GA,2002,AM,180,1996,A
GA,2002,AS,"2,067",1996,A
GA,2002,BL,"38,371",1996,A
GA,2002,G,"114,043",1996,A
GA,2002,HI,"6,266",1996,A
GA,2002,NP,"114,043",1996,A
GA,2002,WH,"67,159",1996,A
GA,2003,AM,189,1997,A
GA,2003,AS,"2,675",1997,A
GA,2003,BL,"39,589",1997,A
GA,2003,G,"118,221",1997,A
GA,2003,HI,"7,164",1997,A
GA,2003,NP,"118,221",1997,A
GA,2003,WH,"68,604",1997,A
GA,2004,AM,203,1998,A
GA,2004,AS,"2,667",1998,A
GA,2004,BL,"41,114",1998,A
GA,2004,G,"122,368",1998,A
GA,2004,HI,"8,239",1998,A
GA,2004,NP,"122,368",1998,A
GA,2004,WH,"70,145",1998,A
GA,2005,AM,204,1999,A
GA,2005,AS,"3,051",1999,A
GA,2005,BL,"41,990",1999,A
GA,2005,G,"126,717",1999,A
GA,2005,HI,"10,557",1999,A
GA,2005,NP,"126,717",1999,A
GA,2005,WH,"70,915",1999,A
GA,2006,AM,250,2000,A
GA,2006,AS,"3,378",2000,A
GA,2006,BL,"44,009",2000,A
GA,2006,G,"132,644",2000,A
GA,2006,HI,"13,363",2000,A
GA,2006,NP,"132,644",2000,A
GA,2006,WH,"71,644",2000,A
GA,2007,AM,226,2001,A
GA,2007,AS,"3,741",2001,A
GA,2007,BL,"43,544",2001,A
GA,2007,G,"133,526",2001,A
GA,2007,HI,"15,699",2001,A
GA,2007,NP,"133,526",2001,A
GA,2007,WH,"70,316",2001,A
GA,2008,AM,253,2002,A
GA,2008,AS,"4,224",2002,A
GA,2008,BL,"42,569",2002,A
GA,2008,G,"133,300",2002,A
GA,2008,HI,"16,819",2002,A
GA,2008,NP,"133,300",2002,A
GA,2008,WH,"69,435",2002,A
GA,2009,AM,267,2003,A
GA,2009,AS,"4,299",2003,A
GA,2009,BL,"42,668",2003,A
GA,2009,G,"135,979",2003,A
GA,2009,HI,"18,262",2003,A
GA,2009,NP,"135,979",2003,A
GA,2009,WH,"70,483",2003,A
GA,2010,AM,200,2004,A
GA,2010,AS,"4,658",2004,A
GA,2010,BL,"43,605",2004,A
GA,2010,G,"138,849",2004,A
GA,2010,HI,"20,112",2004,A
GA,2010,NP,"138,849",2004,A
GA,2010,WH,"70,274",2004,A
GA,2011,AM,201,2005,A
GA,2011,AS,"4,813",2005,A
GA,2011,BL,"45,683",2005,A
GA,2011,G,"142,200",2005,A
GA,2011,HI,"21,891",2005,A
GA,2011,NP,"142,200",2005,A
GA,2011,WH,"69,612",2005,A
GA,2012,AM,253,2006,A
GA,2012,AS,"4,981",2006,A
GA,2012,BL,"49,097",2006,A
GA,2012,G,"148,633",2006,A
GA,2012,HI,"23,657",2006,A
GA,2012,NP,"148,633",2006,A
GA,2012,WH,"70,645",2006,A
GA,2013,AM,236,2007,A
GA,2013,AS,"5,531",2007,A
GA,2013,BL,"50,454",2007,A
GA,2013,G,"151,137",2007,A
GA,2013,HI,"24,763",2007,A
GA,2013,NP,"151,137",2007,A
GA,2013,WH,"70,153",2007,A
GA,2014,AM,163,2008,A
GA,2014,AS,"5,404",2008,A
GA,2014,BL,"49,644",2008,A
GA,2014,G,"146,603",2008,A
GA,2014,HI,"25,842",2008,A
GA,2014,NP,"146,603",2008,A
GA,2014,WH,"65,550",2008,A
GA,2015,AM,190,2009,A
GA,2015,AS,"5,357",2009,A
GA,2015,BL,"47,654",2009,A
GA,2015,G,"141,377",2009,A
GA,2015,HI,"24,594",2009,A
GA,2015,NP,"141,377",2009,A
GA,2015,WH,"63,582",2009,A
GA,2016,AM,194,2010,A
GA,2016,AS,"5,214",2010,A
GA,2016,BL,"46,022",2010,A
GA,2016,G,"133,947",2010,A
GA,2016,HI,"21,217",2010,A
GA,2016,NP,"133,947",2010,A
GA,2016,WH,"61,300",2010,A
GA,2017,AM,163,2011,A
GA,2017,AS,"5,583",2011,A
GA,2017,BL,"44,649",2011,A
GA,2017,G,"132,409",2011,A
GA,2017,HI,"18,664",2011,A
GA,2017,NP,"132,409",2011,A
GA,2017,WH,"60,622",2011,A
GA,2018,AM,169,2012,A
GA,2018,AS,"5,745",2012,A
GA,2018,BL,"44,293",2012,A
GA,2018,G,"130,280",2012,A
GA,2018,HI,"17,472",2012,A
GA,2018,NP,"130,280",2012,A
GA,2018,WH,"60,311",2012,A
GA,2019,AM,155,2013,A
GA,2019,AS,"5,511",2013,A
GA,2019,BL,"44,381",2013,A
GA,2019,G,"128,748",2013,A
GA,2019,HI,"16,994",2013,A
GA,2019,NP,"128,748",2013,A
GA,2019,WH,"59,379",2013,A
GA,2020,AM,175,2014,A
GA,2020,AS,"5,940",2014,A
GA,2020,BL,"45,022",2014,A
GA,2020,G,"130,946",2014,A
GA,2020,HI,"17,242",2014,A
GA,2020,NP,"130,946",2014,A
GA,2020,WH,"60,104",2014,A
HI,2000,AM,168,1994,A
HI,2000,AS,"11,837",1994,A
HI,2000,BL,601,1994,A
HI,2000,G,"19,517",1994,A
HI,2000,HI,"2,181",1994,A
HI,2000,NP,"19,517",1994,A
HI,2000,WH,"4,730",1994,A
HI,2001,AM,125,1995,A
HI,2001,AS,"11,586",1995,A
HI,2001,BL,540,1995,A
HI,2001,G,"18,595",1995,A
HI,2001,HI,"2,029",1995,A
HI,2001,NP,"18,595",1995,A
HI,2001,WH,"4,315",1995,A
HI,2002,AM,122,1996,A
HI,2002,AS,"11,501",1996,A
HI,2002,BL,490,1996,A
HI,2002,G,"18,401",1996,A
HI,2002,HI,"2,164",1996,A
HI,2002,NP,"18,401",1996,A
HI,2002,WH,"4,124",1996,A
HI,2003,AM,120,1997,A
HI,2003,AS,"10,794",1997,A
HI,2003,BL,550,1997,A
HI,2003,G,"17,393",1997,A
HI,2003,HI,"2,147",1997,A
HI,2003,NP,"17,393",1997,A
HI,2003,WH,"3,782",1997,A
HI,2004,AM,115,1998,A
HI,2004,AS,"11,173",1998,A
HI,2004,BL,525,1998,A
HI,2004,G,"17,583",1998,A
HI,2004,HI,"2,240",1998,A
HI,2004,NP,"17,583",1998,A
HI,2004,WH,"3,530",1998,A
HI,2005,AM,134,1999,A
HI,2005,AS,"10,924",1999,A
HI,2005,BL,425,1999,A
HI,2005,G,"17,038",1999,A
HI,2005,HI,"2,210",1999,A
HI,2005,NP,"17,038",1999,A
HI,2005,WH,"3,345",1999,A
HI,2006,AM,125,2000,A
HI,2006,AS,"11,389",2000,A
HI,2006,BL,443,2000,A
HI,2006,G,"17,551",2000,A
HI,2006,HI,"2,302",2000,A
HI,2006,NP,"17,551",2000,A
HI,2006,WH,"3,292",2000,A
HI,2007,AM,125,2001,A
HI,2007,AS,"11,087",2001,A
HI,2007,BL,495,2001,A
HI,2007,G,"17,072",2001,A
HI,2007,HI,"2,237",2001,A
HI,2007,NP,"17,072",2001,A
HI,2007,WH,"3,128",2001,A
HI,2008,AM,117,2002,A
HI,2008,AS,"11,286",2002,A
HI,2008,BL,442,2002,A
HI,2008,G,"17,477",2002,A
HI,2008,HI,"2,422",2002,A
HI,2008,NP,"17,477",2002,A
HI,2008,WH,"3,210",2002,A
HI,2009,AM,40,2003,A
HI,2009,AS,"10,671",2003,A
HI,2009,BL,483,2003,A
HI,2009,G,"18,100",2003,A
HI,2009,HI,"2,617",2003,A
HI,2009,NP,"18,100",2003,A
HI,2009,WH,"4,289",2003,A
HI,2010,AM,42,2004,A
HI,2010,AS,"10,748",2004,A
HI,2010,BL,483,2004,A
HI,2010,G,"18,281",2004,A
HI,2010,HI,"2,680",2004,A
HI,2010,NP,"18,281",2004,A
HI,2010,WH,"4,328",2004,A
HI,2011,AM,91,2005,A
HI,2011,AS,"10,426",2005,A
HI,2011,BL,410,2005,A
HI,2011,G,"17,924",2005,A
HI,2011,HI,"2,789",2005,A
HI,2011,NP,"17,924",2005,A
HI,2011,WH,"4,208",2005,A
HI,2012,AM,47,2006,A
HI,2012,AS,"10,787",2006,A
HI,2012,BL,499,2006,A
HI,2012,G,"18,982",2006,A
HI,2012,HI,"3,039",2006,A
HI,2012,NP,"18,982",2006,A
HI,2012,WH,"4,610",2006,A
HI,2013,AM,53,2007,A
HI,2013,AS,"11,133",2007,A
HI,2013,BL,426,2007,A
HI,2013,G,"19,134",2007,A
HI,2013,HI,"3,007",2007,A
